"year","zip5","denom","cases"
2019,"74641",1,0
2020,"76080",1,0
2020,"79094",22,0
2017,"75454",3748,10
2019,"98531",1,0
2017,"77064",19108,25
2016,"84401",1,0
2019,"75168",576,1
2021,"75980",1703,6
2016,"39631",2,0
2020,"78042",882,0
2016,"77613",806,4
2016,"22180",1,0
2018,"75452",2361,5
2016,"91423",1,0
2021,"74701",3,0
2018,"79782",2179,4
2020,"76701",711,4
2020,"76549",21770,33
2016,"78964",1,0
2017,"78236",58,0
2022,"75488",206,0
2021,"33872",1,0
2021,"64152",1,0
2016,"23227",2,0
2017,"76502",15598,33
2021,"76645",6935,6
2021,"63026",1,0
2018,"46516",1,0
2017,"78006",16017,51
2019,"76455",459,0
2020,"76093",1382,3
2020,"76384",6209,51
2018,"77565",2908,6
2016,"33445",1,0
2016,"27892",1,0
2018,"75472",2161,3
2016,"75711",915,1
2017,"20695",1,0
2020,"78951",29,0
2021,"79036",2462,8
2019,"65658",2,0
2017,"75083",556,1
2020,"90064",1,0
2019,"55344",1,0
2020,"20008",1,0
2017,"80907",1,0
2018,"76936",1257,0
2022,"75663",184,0
2016,"78295",27,0
2021,"15901",1,0
2019,"29203",1,0
2016,"76304",3,0
2020,"20020",1,0
2019,"76208",10751,31
2022,"76565",8,0
2018,"77830",1236,1
2018,"85737",1,0
2021,"33513",1,0
2019,"91748",1,0
2018,"45601",1,0
2019,"79699",2,0
2021,"58103",1,0
2019,"77485",1733,3
2021,"77371",4918,4
2020,"77870",120,0
2021,"79955",79,0
2019,"77703",9194,13
2016,"75966",2801,7
2021,"17202",1,0
2021,"87198",1,0
2019,"75844",3071,3
2021,"32578",2,0
2016,"76049",14109,25
2017,"77598",9163,19
2016,"76258",3417,11
2020,"30606",1,0
2016,"76855",6,0
2018,"79510",4023,13
2020,"77876",181,0
2021,"35005",1,0
2017,"75077",13564,21
2021,"91776",1,0
2017,"78027",190,2
2018,"36564",1,0
2016,"77987",91,0
2017,"77365",16794,20
2021,"79968",29,0
2020,"72019",2,0
2016,"33056",1,0
2019,"17078",1,0
2022,"76629",436,1
2019,"73075",1,0
2020,"85375",1,0
2018,"97233",1,0
2016,"21093",1,0
2022,"79231",8,0
2016,"27455",1,0
2021,"38174",1,0
2016,"76666",105,0
2021,"78536",118,0
2017,"79107",19846,30
2021,"76852",116,0
2017,"77460",79,0
2018,"14202",1,0
2018,"81005",1,0
2022,"76520",2458,1
2020,"75040",29541,56
2017,"32407",2,0
2017,"75703",17831,47
2017,"75938",1622,2
2021,"74079",1,0
2016,"78765",193,1
2021,"76261",133,2
2016,"76099",307,0
2021,"75788",45,0
2017,"77015",27464,29
2019,"79220",78,0
2016,"30040",1,0
2019,"79110",8329,17
2020,"76519",247,0
2017,"75021",5004,17
2022,"76059",1490,3
2016,"77497",400,0
2021,"75182",3035,6
2022,"77274",116,0
2021,"85310",2,0
2021,"76384",6626,58
2017,"67530",1,0
2020,"60803",1,0
2019,"77440",37,0
2019,"21076",1,0
2019,"75604",15061,42
2018,"39110",2,0
2021,"75861",824,0
2020,"76016",14730,37
2019,"78019",579,2
2017,"75414",1458,4
2016,"80120",2,0
2021,"02061",1,0
2019,"71854",123,1
2018,"30305",1,0
2022,"78541",17481,4
2016,"76467",26,0
2017,"76798",17,0
2017,"01960",1,0
2021,"85023",1,0
2020,"78332",16679,17
2020,"73960",78,0
2017,"78675",97,1
2019,"76066",1616,3
2017,"29576",1,0
2021,"77347",714,1
2021,"79453",146,0
2019,"78750",10084,17
2021,"77367",412,0
2017,"76426",5860,34
2021,"88021",8,0
2019,"98516",1,0
2022,"78949",41,0
2018,"76046",6,0
2018,"78573",23639,16
2019,"79743",135,0
2018,"77078",9421,11
2020,"75693",2895,3
2016,"76019",11,1
2017,"76939",77,0
2021,"81657",1,0
2019,"75802",896,0
2020,"75167",4273,12
2018,"77443",118,0
2022,"77377",4459,0
2021,"78472",2,0
2020,"77342",851,3
2018,"77510",6131,10
2022,"76437",1402,3
2020,"79713",227,0
2019,"78115",51,0
2021,"78228",40031,31
2019,"92835",1,0
2020,"79556",7660,12
2021,"94026",1,0
2016,"76372",467,0
2017,"20815",1,0
2019,"56001",4,0
2022,"79501",896,1
2019,"61705",1,0
2016,"01532",1,0
2017,"75260",3,0
2018,"90068",1,0
2017,"76569",1248,1
2016,"73402",1,0
2021,"87123",3,0
2022,"75771",3910,8
2016,"84117",1,0
2016,"76530",1369,4
2016,"76714",225,0
2019,"77009",16210,21
2016,"78336",7261,9
2022,"77039",10110,4
2018,"37377",1,0
2022,"75165",9913,15
2019,"78283",442,0
2018,"76105",17066,14
2020,"43219",1,0
2019,"77360",3965,13
2021,"78376",191,0
2018,"97123",1,0
2021,"79001",99,1
2020,"73942",18,0
2016,"75214",12402,21
2017,"75503",11180,31
2019,"77215",228,0
2020,"77335",1426,2
2020,"76458",2662,8
2020,"76028",31663,71
2016,"78881",1336,3
2018,"70601",3,0
2021,"75659",52,0
2016,"75974",1780,0
2017,"76549",19538,32
2020,"19152",1,0
2017,"77210",47,0
2017,"30021",1,0
2020,"75006",20427,38
2021,"74728",2,0
2021,"73104",1,0
2017,"76402",18,0
2019,"75019",12817,31
2022,"78246",53,0
2018,"79357",1435,3
2017,"78617",13170,10
2021,"32536",2,0
2019,"78576",8070,1
2016,"77258",130,0
2016,"92530",1,0
2021,"75222",375,1
2021,"76803",147,2
2022,"78774",1,0
2021,"96766",1,0
2021,"79005",734,1
2017,"66211",1,0
2021,"78152",1669,3
2017,"03908",1,0
2016,"58501",1,0
2018,"87121",1,0
2021,"75630",1823,4
2021,"06614",1,0
2017,"77969",42,0
2018,"36311",1,0
2019,"32708",1,0
2022,"77047",9656,10
2017,"17067",1,0
2021,"75859",1370,3
2020,"31525",1,0
2020,"75860",3173,2
2018,"75065",5085,4
2019,"77258",146,0
2017,"78148",9321,21
2018,"75017",205,0
2020,"76244",21618,41
2016,"74728",1,0
2018,"77477",14533,26
2017,"74344",1,0
2019,"75206",9727,12
2017,"69341",1,0
2020,"76654",77,0
2022,"79948",17,0
2017,"76862",83,1
2022,"79220",47,0
2021,"77982",624,0
2016,"94563",1,0
2017,"75556",614,2
2016,"77969",48,0
2017,"76508",1,0
2016,"75791",5688,8
2018,"78216",18879,26
2017,"74339",1,0
2021,"77084",44573,40
2019,"76374",2260,25
2016,"75219",9220,20
2021,"78476",2,0
2020,"75555",873,1
2020,"78666",27122,41
2021,"79313",838,2
2020,"18504",2,0
2019,"52556",1,0
2016,"76528",7492,16
2016,"75447",419,0
2020,"78012",246,0
2020,"79331",6547,7
2018,"78853",6990,3
2021,"77018",10041,11
2022,"75666",42,0
2018,"78159",597,1
2019,"78131",783,0
2019,"48071",1,0
2018,"94010",1,0
2021,"60143",1,0
2017,"96003",1,0
2019,"78419",1,0
2019,"79738",89,0
2017,"78541",23125,17
2017,"77420",1241,3
2020,"75979",5450,6
2022,"76258",1284,2
2017,"77865",955,0
2016,"77217",103,0
2021,"76155",1464,2
2020,"77354",14874,21
2017,"90305",1,0
2019,"77436",112,0
2019,"80924",1,0
2017,"60631",2,0
2016,"78627",673,1
2016,"77833",11793,18
2017,"78293",23,0
2019,"97225",1,0
2021,"88026",1,0
2019,"75225",9310,35
2020,"44001",1,0
2018,"78714",981,5
2022,"79511",208,0
2017,"76026",3,0
2022,"76016",3284,0
2022,"76706",8207,7
2020,"78501",32365,19
2019,"89403",3,0
2019,"33065",1,0
2019,"94030",1,0
2021,"78933",855,0
2017,"75016",327,2
2021,"79901",9888,4
2016,"79369",49,0
2017,"77094",3406,9
2022,"79312",247,1
2019,"75485",115,0
2016,"75961",7279,12
2018,"77642",20552,25
2019,"49663",1,0
2021,"36064",1,0
2022,"77238",211,0
2021,"75763",3646,13
2022,"75979",2483,3
2022,"76106",14284,7
2018,"77435",2376,3
2018,"27045",2,0
2020,"76834",3306,9
2020,"63118",2,0
2016,"77532",12766,18
2020,"79944",56,0
2016,"78758",20468,39
2019,"97203",1,0
2016,"10019",1,0
2021,"79946",37,0
2017,"76078",3997,12
2019,"77541",8516,6
2021,"88241",1,0
2018,"78063",4655,14
2019,"63701",1,0
2021,"68376",1,0
2022,"79401",1084,1
2019,"78012",250,0
2018,"75022",6709,15
2018,"95128",1,0
2021,"60137",2,0
2018,"78572",39284,23
2016,"77045",17719,20
2017,"79110",8882,26
2019,"01235",2,0
2022,"77087",11858,4
2021,"88317",1,0
2019,"21797",1,0
2020,"76206",230,1
2018,"76708",14436,34
2019,"78359",1658,0
2019,"27705",1,0
2021,"76690",665,0
2022,"77391",76,1
2019,"77011",9421,6
2020,"79951",61,0
2018,"77399",7938,14
2021,"70615",1,0
2018,"75439",467,0
2020,"77703",8808,11
2017,"73931",2,0
2016,"79955",94,0
2022,"75937",237,0
2016,"78270",335,1
2021,"33023",2,0
2020,"78703",6122,13
2019,"72002",1,0
2020,"48821",1,0
2022,"75570",2358,2
2022,"79106",7075,10
2019,"78164",2154,5
2017,"76043",3844,4
2017,"92554",1,0
2020,"17202",1,0
2019,"91744",1,0
2017,"78465",685,1
2017,"98038",1,0
2022,"78577",31225,17
2020,"30034",1,0
2021,"79517",85,0
2016,"79350",316,0
2017,"78231",3776,5
2022,"76164",5236,2
2019,"79380",54,0
2021,"75093",18108,43
2022,"75572",1061,3
2018,"78659",1776,4
2017,"77592",562,0
2020,"20018",1,0
2019,"79117",307,0
2020,"78201",27081,28
2018,"26070",1,0
2018,"75570",4870,15
2021,"67204",1,0
2022,"75081",6502,8
2020,"76235",1,0
2021,"76245",1486,7
2017,"76748",1,0
2017,"76825",3946,1
2017,"76844",1909,3
2016,"77571",15215,22
2016,"78833",1057,2
2018,"79376",34,0
2019,"79070",3510,5
2017,"79766",3793,0
2017,"76466",106,0
2016,"78112",5676,7
2018,"34135",1,0
2017,"95835",1,0
2020,"76203",23,0
2019,"32751",1,0
2021,"95010",1,0
2021,"77806",540,0
2018,"76558",26,0
2022,"76044",976,1
2016,"75074",21021,56
2018,"76226",9349,20
2022,"77701",5169,3
2016,"75339",506,4
2016,"49726",1,0
2021,"77083",33795,31
2019,"38401",1,0
2022,"77474",3230,0
2016,"79992",1,0
2021,"79110",8650,23
2016,"56601",1,0
2021,"20164",1,0
2017,"95624",1,0
2020,"71801",40,0
2016,"93307",3,0
2018,"74733",1,0
2021,"77238",462,1
2020,"32778",1,0
2018,"79063",211,0
2019,"19121",1,0
2020,"71859",1,0
2016,"70065",3,0
2016,"77421",1,0
2021,"79097",602,0
2016,"97439",1,0
2022,"78563",99,0
2020,"97624",1,0
2019,"97206",1,0
2020,"35906",2,0
2021,"77432",128,1
2017,"76424",5143,17
2017,"79720",15157,27
2021,"76115",12210,5
2021,"79851",426,0
2017,"78063",4659,12
2021,"73064",3,0
2019,"95604",1,0
2017,"74017",1,0
2018,"78005",336,0
2020,"78744",19745,17
2020,"21128",1,0
2021,"77840",9815,12
2016,"55901",1,0
2019,"75654",5919,8
2021,"75574",860,1
2019,"34787",1,0
2020,"56260",1,0
2022,"78655",620,0
2016,"77616",539,5
2021,"70070",1,0
2016,"46556",4,0
2019,"15601",1,0
2018,"47714",3,0
2020,"77404",773,2
2019,"06611",1,0
2021,"73937",1,0
2022,"75250",3,0
2017,"78140",2150,0
2017,"78742",438,0
2019,"78720",354,1
2021,"48746",1,0
2019,"75848",70,0
2020,"90004",3,0
2021,"94612",4,0
2019,"79089",1,0
2020,"75229",12712,28
2020,"77852",63,3
2018,"70056",1,0
2018,"75390",2,0
2017,"60301",1,0
2021,"76012",14524,25
2019,"30809",1,1
2017,"77248",103,0
2016,"78387",6473,12
2019,"17109",1,0
2021,"75504",195,2
2016,"78144",13,0
2022,"76858",39,0
2016,"75926",503,3
2017,"78643",3730,4
2022,"75002",6500,6
2020,"77380",10723,20
2021,"75710",239,1
2021,"34223",1,0
2018,"77657",8594,16
2021,"76134",15182,20
2020,"78552",18484,15
2018,"78258",14229,37
2021,"77012",8980,3
2017,"79024",147,0
2019,"79350",357,0
2020,"78872",1215,1
2019,"53227",1,0
2019,"77434",2827,5
2016,"75657",5178,13
2022,"77208",8,0
2022,"78292",10,0
2018,"91402",1,0
2022,"77492",94,0
2017,"75032",12065,30
2021,"78160",2384,2
2022,"79540",7,0
2019,"11561",1,0
2018,"77961",51,0
2020,"70661",1,0
2018,"78006",16443,35
2021,"76302",7254,68
2019,"76380",2195,16
2019,"98465",1,0
2021,"71270",3,0
2016,"79511",515,1
2022,"79247",12,0
2018,"71463",1,0
2020,"38174",1,0
2020,"77875",23,0
2018,"80503",2,0
2022,"79541",110,1
2022,"77597",166,1
2019,"94124",1,0
2016,"78133",10632,12
2018,"48854",1,0
2018,"83713",1,0
2022,"76117",9134,6
2018,"78343",2687,2
2020,"76372",445,3
2020,"46563",1,0
2021,"30117",1,0
2020,"06488",1,0
2019,"73449",1,0
2016,"79406",16,0
2022,"76691",1034,1
2016,"92532",1,0
2016,"77531",6657,10
2019,"75562",84,0
2019,"76569",1328,1
2018,"78729",10691,17
2017,"45385",1,0
2018,"75106",605,0
2018,"78115",54,0
2018,"80401",1,0
2020,"78411",15421,24
2019,"70116",1,0
2018,"95650",1,0
2018,"76457",2012,2
2021,"64093",1,0
2021,"79837",235,0
2016,"78238",14478,21
2017,"79930",17043,16
2017,"76226",8963,19
2016,"79535",72,0
2017,"60614",1,0
2022,"78727",2785,5
2016,"76095",412,0
2020,"79093",28,0
2020,"77242",452,1
2018,"78064",9270,7
2019,"77457",299,1
2022,"77879",1267,1
2019,"77374",169,2
2020,"00703",1,0
2017,"76655",3658,12
2018,"33160",1,0
2021,"90731",2,0
2017,"76166",2,0
2018,"78830",469,0
2017,"76038",2,0
2021,"85338",3,0
2020,"73449",1,0
2019,"74467",1,0
2020,"79369",52,0
2016,"75977",413,2
2017,"77837",1000,0
2018,"75650",4300,5
2022,"77293",202,0
2016,"79912",27323,57
2021,"76474",150,1
2018,"78595",4032,3
2020,"76635",716,0
2021,"45325",1,0
2020,"79996",398,0
2020,"76875",257,2
2018,"77388",18032,24
2019,"78718",75,0
2019,"75788",42,0
2018,"75949",4224,9
2018,"76086",10580,23
2018,"76567",5634,4
2018,"77258",144,0
2020,"75688",194,0
2021,"75225",9811,38
2020,"81132",1,0
2017,"75144",2135,9
2022,"79356",1243,1
2020,"95624",2,0
2020,"39338",1,0
2016,"94903",1,0
2017,"78634",13786,17
2022,"78163",1252,1
2016,"78595",3987,4
2018,"77867",6,0
2021,"79416",13994,38
2019,"77500",1,0
2022,"76531",999,0
2017,"78599",15612,18
2016,"77878",396,0
2022,"79105",274,0
2016,"78384",4033,3
2021,"79236",41,0
2020,"82513",1,0
2016,"75166",1514,3
2021,"76832",342,0
2019,"79066",375,1
2021,"78590",241,0
2018,"75138",611,3
2016,"94954",1,0
2022,"79520",621,2
2019,"75666",178,0
2019,"70043",1,0
2017,"66215",1,0
2018,"28411",1,0
2020,"79762",15260,30
2016,"79054",261,1
2020,"60491",1,0
2018,"06615",1,0
2021,"78834",5153,3
2017,"79832",33,0
2017,"79104",4173,5
2016,"76244",22282,36
2020,"78526",24413,16
2020,"86305",3,0
2019,"43147",1,0
2019,"77362",2835,3
2017,"79546",1122,2
2022,"79233",35,0
2021,"38804",2,0
2020,"37128",1,0
2016,"77335",1328,1
2017,"78026",3980,10
2021,"07083",1,0
2021,"70737",1,0
2018,"78217",17727,28
2021,"43085",1,0
2019,"79378",99,0
2020,"79702",876,6
2020,"75708",4267,5
2016,"76458",2655,10
2016,"90004",2,0
2016,"32765",1,0
2019,"77659",2038,6
2021,"78245",41054,46
2021,"92036",2,0
2020,"60620",1,0
2016,"77627",9341,17
2021,"49103",1,0
2018,"75070",24563,51
2020,"77507",79,0
2016,"76096",530,1
2021,"39631",2,0
2022,"75355",41,0
2020,"30060",1,0
2017,"31825",1,0
2019,"80126",4,0
2021,"76068",381,1
2019,"76230",5638,20
2022,"75766",8672,8
2018,"75357",408,2
2016,"94566",2,0
2018,"33624",1,0
2021,"78621",14023,14
2019,"75001",5222,8
2019,"77619",7650,10
2018,"77904",11904,24
2020,"39208",1,0
2022,"76051",4163,2
2022,"75215",8332,4
2021,"75301",1,0
2017,"76505",5,0
2020,"76131",15546,19
2016,"85201",1,0
2021,"68106",1,0
2018,"77870",129,0
2016,"77238",559,0
2019,"65202",1,0
2019,"75759",145,0
2018,"78600",2,0
2017,"78610",17311,18
2020,"78104",1241,0
2021,"78602",16987,21
2016,"75091",949,3
2019,"75474",9517,24
2017,"78371",150,0
2017,"85323",1,0
2018,"97214",1,0
2018,"79720",13651,18
2017,"79060",1,0
2020,"79347",3504,4
2021,"77332",35,0
2018,"78752",7981,6
2020,"32570",1,0
2016,"77549",426,0
2022,"77584",10532,10
2020,"77085",7979,10
2019,"88081",11,0
2020,"92867",1,0
2020,"78383",2261,1
2018,"78074",99,3
2021,"79250",752,4
2020,"77873",668,1
2016,"60614",1,0
2016,"78633",16288,45
2021,"76526",48,0
2021,"22193",1,0
2017,"75457",3797,13
2016,"92115",1,0
2017,"79828",1,0
2019,"53964",1,0
2021,"86426",1,0
2020,"77458",165,0
2017,"77662",12965,12
2018,"76003",483,3
2017,"74352",1,0
2017,"79376",40,0
2020,"76196",2,0
2019,"75496",1763,5
2021,"93551",1,0
2019,"75076",4343,12
2021,"16105",1,0
2020,"79521",1876,3
2021,"75951",9839,17
2020,"76022",6612,9
2017,"77622",685,1
2022,"78119",1536,2
2018,"79336",8547,19
2019,"76468",132,0
2021,"78609",1561,2
2017,"78415",27699,15
2016,"79901",11446,2
2021,"77575",8047,15
2021,"98284",1,0
2019,"70056",1,0
2019,"77332",40,0
2017,"79364",5054,9
2016,"75428",4162,15
2019,"76043",3800,9
2016,"78960",78,1
2018,"78296",30,0
2021,"80239",2,0
2016,"47327",1,0
2020,"77434",2789,5
2017,"28411",1,0
2017,"77345",9205,25
2022,"79019",270,1
2022,"77318",3310,2
2018,"77357",14075,12
2018,"78501",34063,20
2016,"77266",304,1
2021,"79085",13,0
2019,"92122",2,0
2019,"76716",4,0
2020,"78604",32,0
2019,"71836",7,0
2022,"79938",24391,15
2016,"78005",326,1
2017,"79556",7788,18
2020,"27613",1,0
2018,"78548",1600,0
2017,"77339",16187,39
2017,"71463",1,0
2021,"30813",1,0
2018,"77334",224,1
2016,"77076",17117,10
2020,"92354",1,0
2021,"77856",2477,4
2022,"78264",5503,2
2017,"16105",1,0
2021,"44223",1,0
2021,"75275",3,0
2020,"76249",3724,8
2018,"76487",1303,1
2018,"71107",1,0
2018,"75847",873,0
2020,"90046",1,0
2018,"79159",540,2
2021,"75958",73,0
2021,"77401",5162,13
2017,"75275",4,0
2020,"78215",485,0
2016,"78739",6711,10
2021,"74743",29,0
2019,"91701",1,0
2019,"33178",1,0
2017,"71825",1,0
2021,"78330",554,1
2016,"45044",1,0
2018,"66211",1,0
2017,"77373",25883,39
2022,"77951",1118,0
2017,"79763",19657,29
2017,"75707",7190,19
2016,"39540",2,0
2019,"77970",166,0
2021,"75784",353,2
2019,"76363",137,0
2021,"60609",1,0
2022,"76446",2160,1
2018,"66502",1,0
2021,"76715",244,0
2021,"71827",4,0
2022,"76465",15,0
2020,"71860",10,0
2019,"78767",232,0
2022,"78040",18884,6
2021,"78543",5567,0
2022,"75052",19032,17
2016,"79057",580,0
2019,"76252",1300,2
2017,"34769",1,0
2016,"77381",12964,33
2020,"48334",1,0
2022,"76267",25,0
2018,"77963",3031,3
2020,"34788",1,0
2017,"75489",440,0
2020,"78351",496,0
2018,"79945",42,0
2019,"76255",3239,21
2021,"73942",15,0
2018,"33073",2,0
2016,"77280",227,0
2020,"49632",1,0
2019,"75409",7612,11
2021,"77615",534,0
2020,"30101",1,0
2022,"77468",40,0
2022,"76002",6877,4
2016,"98008",1,0
2022,"78238",7760,3
2016,"76680",105,0
2020,"75419",1,0
2018,"91367",1,0
2018,"78245",35592,39
2018,"98053",1,0
2017,"78834",5338,3
2016,"75156",8580,26
2020,"79731",1939,5
2020,"40514",1,0
2016,"79392",1,0
2018,"78829",782,1
2020,"90211",1,0
2019,"75077",13792,26
2018,"78413",17237,19
2017,"79834",22,0
2017,"93401",1,0
2016,"77806",765,1
2018,"60626",2,0
2019,"77585",421,0
2018,"76043",3868,10
2021,"95834",1,0
2016,"75442",5024,9
2019,"77662",12184,14
2018,"80233",1,0
2017,"45056",1,0
2020,"10005",1,0
2020,"81147",1,0
2016,"78358",1631,2
2019,"70879",1,0
2020,"80012",3,0
2020,"76520",5038,13
2021,"76255",3296,23
2021,"72521",1,0
2020,"88241",1,0
2017,"75803",9922,22
2018,"75270",2,0
2021,"75014",116,1
2019,"70592",5,0
2016,"75379",271,2
2016,"77282",182,0
2018,"88345",2,0
2016,"79404",6172,12
2018,"74727",6,0
2020,"45601",1,0
2021,"30016",2,0
2017,"21791",1,0
2021,"78670",127,0
2017,"89134",1,0
2019,"79381",487,0
2018,"76873",40,0
2020,"75117",2359,2
2021,"76637",317,0
2017,"75708",4383,6
2021,"78582",25015,11
2018,"70447",1,0
2017,"76180",18217,43
2017,"80634",2,0
2019,"75013",12614,27
2022,"77523",4123,3
2018,"77708",6974,10
2016,"77272",649,1
2020,"30030",1,0
2019,"78523",1085,0
2022,"77064",10283,6
2020,"79233",76,0
2020,"29583",1,0
2017,"76262",12027,24
2022,"75604",8689,8
2018,"71852",38,0
2017,"79765",4827,6
2016,"27707",2,0
2021,"77092",15500,20
2019,"71846",9,0
2017,"73030",1,0
2019,"46563",1,0
2016,"76182",12450,29
2019,"77549",425,0
2021,"78674",281,1
2017,"78258",13900,36
2021,"76682",1527,3
2018,"79917",494,0
2021,"79346",1431,1
2019,"79201",3069,14
2020,"78270",352,1
2019,"97624",1,0
2020,"62280",2,0
2017,"76003",472,2
2019,"76000",1,0
2016,"53103",1,0
2017,"76095",381,1
2022,"78672",159,0
2019,"75204",9298,10
2022,"75025",3590,4
2021,"78368",7073,12
2017,"90631",3,0
2020,"33909",1,0
2020,"77428",28,0
2021,"76630",877,1
2020,"23320",1,0
2016,"78731",9653,21
2018,"75569",2041,4
2017,"77051",12090,23
2017,"79929",295,0
2016,"79855",1371,0
2018,"75072",7489,24
2020,"70777",1,0
2021,"87121",1,0
2017,"11238",1,0
2020,"03079",2,0
2021,"03031",2,0
2021,"78516",21981,13
2019,"46556",3,0
2020,"79953",111,0
2016,"78215",389,0
2021,"29576",1,0
2018,"77452",102,0
2022,"78118",1417,0
2020,"31407",1,0
2020,"94530",1,0
2018,"17202",1,0
2017,"75496",1810,3
2019,"76161",411,1
2019,"75750",1959,2
2017,"75560",559,1
2018,"76943",1785,3
2019,"76706",13957,14
2022,"79032",35,0
2017,"77869",1,0
2019,"90266",1,0
2020,"79080",231,1
2018,"76099",307,0
2016,"76832",318,1
2021,"37336",1,0
2017,"75426",3480,3
2019,"92833",1,0
2020,"78630",513,0
2019,"33028",1,0
2017,"78646",524,0
2018,"76012",14156,35
2021,"77710",2,0
2018,"90046",1,0
2019,"80550",1,0
2018,"77419",690,2
2022,"76676",68,0
2022,"78148",3922,5
2020,"78720",329,0
2022,"78222",8654,11
2016,"78559",7334,9
2020,"35115",1,0
2019,"85310",1,0
2018,"77535",15397,29
2019,"79710",397,0
2019,"79118",9132,30
2020,"75858",87,0
2018,"76117",18026,10
2021,"77242",431,2
2020,"77001",170,0
2022,"75029",95,0
2019,"30126",1,0
2019,"79941",13,0
2018,"77002",2639,2
2020,"20737",1,0
2018,"78575",2705,1
2018,"77084",41853,50
2022,"77371",2881,3
2020,"80634",2,0
2017,"75903",265,0
2020,"73013",1,0
2021,"76094",117,0
2020,"78613",26510,50
2016,"79251",26,0
2019,"79603",14859,34
2018,"85382",1,0
2018,"79364",4679,6
2018,"76433",747,0
2017,"76678",73,0
2022,"78662",578,0
2021,"76095",339,3
2018,"79346",1391,1
2018,"68410",1,0
2021,"20148",1,0
2017,"75072",25,0
2020,"03467",1,0
2019,"78151",846,3
2016,"77005",7385,12
2022,"78411",7170,3
2019,"75574",874,1
2019,"32547",1,0
2018,"79535",90,0
2018,"90004",3,0
2016,"78362",5775,9
2017,"29201",1,0
2021,"77393",611,0
2018,"76424",4727,11
2021,"71106",3,0
2016,"78415",26457,22
2019,"71021",1,0
2017,"76631",318,1
2017,"79762",17019,29
2016,"75758",5207,14
2021,"90631",1,0
2017,"79772",6149,8
2019,"78734",9257,16
2020,"75252",10506,31
2020,"73078",2,0
2019,"14610",1,0
2020,"77586",8048,13
2020,"78107",190,0
2020,"77064",18265,34
2018,"78382",9911,16
2021,"94606",1,0
2018,"48813",1,0
2021,"79091",58,0
2022,"76302",3579,9
2019,"75425",51,0
2016,"78151",850,0
2018,"77348",1,0
2019,"76450",6975,45
2016,"76543",13118,28
2022,"77475",197,0
2018,"32145",1,0
2020,"85210",1,0
2020,"37912",1,0
2020,"75485",109,0
2017,"76823",1670,2
2018,"74557",1,0
2020,"93306",1,0
2018,"48124",1,0
2021,"90293",1,0
2020,"78109",21785,52
2020,"95765",2,0
2021,"76503",598,1
2019,"48334",1,0
2020,"35806",3,0
2022,"75093",2757,7
2021,"76930",65,0
2017,"76119",34112,61
2018,"72773",1,0
2020,"73110",1,0
2020,"30701",2,0
2020,"78143",70,0
2016,"77032",7750,9
2016,"77975",887,3
2020,"75357",364,1
2019,"91941",1,0
2018,"79605",15100,21
2019,"38654",3,0
2016,"76367",3796,20
2016,"76634",3808,13
2016,"78602",14432,20
2018,"78475",1,0
2019,"78564",172,0
2019,"78360",17,0
2016,"79027",2588,2
2022,"78358",440,1
2016,"77229",108,0
2019,"77237",41,0
2019,"28479",1,0
2022,"78007",23,0
2016,"78409",1695,0
2018,"77245",581,0
2016,"75949",4081,13
2018,"78802",1774,1
2018,"29621",1,0
2018,"76544",1034,2
2016,"79923",236,0
2020,"75417",1360,1
2021,"79226",1685,6
2018,"98569",1,0
2021,"76483",571,1
2020,"77632",9106,6
2018,"99517",1,0
2019,"79702",935,4
2016,"75075",16156,54
2020,"79530",257,3
2020,"77059",5478,10
2020,"78726",4639,12
2021,"33149",1,0
2018,"77385",8937,17
2020,"78954",568,1
2022,"78722",463,2
2022,"76147",49,0
2016,"71846",12,0
2017,"79740",2,0
2021,"60403",1,0
2016,"34972",1,0
2020,"56628",1,0
2016,"45014",1,0
2016,"78522",864,1
2019,"92405",3,0
2016,"76004",341,0
2022,"76943",784,2
2018,"77256",63,0
2021,"79064",1350,3
2017,"96786",1,0
2019,"77903",1124,0
2021,"76533",92,0
2018,"78850",507,0
2018,"32330",1,0
2021,"76798",15,0
2018,"79710",384,0
2021,"81122",2,0
2019,"75367",175,0
2022,"79081",710,0
2019,"75880",3,0
2021,"20695",1,0
2017,"84037",1,0
2019,"75109",2204,3
2021,"77291",207,0
2016,"76247",5964,23
2022,"79738",24,0
2016,"35474",1,0
2020,"77840",9211,15
2018,"79103",5374,18
2022,"76371",445,0
2020,"79255",233,0
2019,"77209",2,0
2021,"79937",182,0
2018,"76505",4,0
2019,"45875",1,0
2019,"87192",1,0
2022,"75779",56,0
2018,"73344",1,0
2016,"77963",2822,4
2022,"77426",359,1
2021,"78646",436,0
2018,"40205",1,0
2017,"77025",8808,12
2017,"26003",1,0
2021,"71845",11,0
2016,"28054",1,0
2021,"49079",2,0
2016,"79838",6426,7
2020,"28411",2,0
2021,"70086",1,0
2019,"78753",24069,35
2017,"77030",2582,8
2022,"75404",56,0
2020,"76857",1059,6
2020,"77855",146,0
2019,"79231",23,0
2018,"80227",1,0
2020,"76692",7025,12
2018,"70354",1,0
2017,"73401",3,0
2020,"92630",1,0
2021,"77872",1151,4
2021,"76520",5241,8
2018,"77071",13463,16
2016,"28605",3,0
2016,"75119",12888,25
2016,"78534",2,0
2018,"79464",421,1
2018,"78709",314,0
2020,"76903",18519,55
2019,"73102",1,0
